educator_id,first_name,last_name,email,role,certification,school_id,hire_date,status
be4405b6-831c-473e-88ff-b6a4e128e7e2,Caleb,Torres,caleb.torres147@education.org,lead_teacher,early_childhood,19c726c8-fcb4-4a36-87dc-1d5bad0faf47,2019-11-24,active
c77733b3-c60f-4054-a142-2287e76c0e9d,Noah,Baker,noah.baker148@example.com,specialist,ESL,c6e42cb4-e6de-4841-86c7-fe00bd66bd5b,2023-03-10,active
cd2c6394-0545-4ce4-8027-6b011d2f73c5,Ella,Clark,ella.clark149@school.edu,assistant,early_childhood,3efefdf8-9308-4f31-a290-d9e04fd3b172,2023-01-25,active
d7075a5a-3849-4bd2-8434-9333d78498b3,Thomas,Baker,thomas.baker150@education.org,administrator,special_ed,ef06a233-254a-4212-bc4d-4c981116338d,2019-06-09,active
792d384e-c265-4f5d-a410-d6b76569874b,Noah,Smith,noah.smith151@example.com,specialist,elementary,b9772d10-67bf-4262-9d92-9cc00f8e27dc,2022-12-24,active
0dcba3a2-af64-486c-9d94-48d7eb6d85fa,Evelyn,Lee,evelyn.lee152@example.com,lead_teacher,ESL,4ee9a5c1-bd82-4668-84fd-271673c58244,2019-02-15,active
f4cc6b00-86f8-4c6f-a29a-a682e5863bcf,Gianna,Wright,gianna.wright153@education.org,assistant,special_ed,1cd4a5dd-e438-4e95-96e4-3c463bae06a7,2017-09-16,active
cfe7ab14-8764-4074-9f65-aa7d8e890983,Olivia,Ramirez,olivia.ramirez154@example.com,administrator,early_childhood,1931b905-8265-481f-8999-bcf320f65f54,2024-07-31,active
5722fea8-9475-46ba-b07b-c05bdd10236a,Michael,Rivera,michael.rivera155@education.org,administrator,special_ed,7ec49931-9e42-4f30-8490-b24bceee7862,2022-09-09,active
c0b3f642-46c1-432b-bc95-c3bbdc470d4e,Mia,Flores,mia.flores156@school.edu,specialist,early_childhood,8f578f11-a663-41a3-ac1c-ca779cab1f35,2019-11-26,active
03ac7b40-c4c3-4d9f-a06b-c944b2e44907,Sebastian,Nguyen,sebastian.nguyen157@school.edu,lead_teacher,ESL,4d436791-1c24-4038-9be1-6a252a5d08a1,2018-12-27,active
4e175f53-8c4e-42bf-b427-224cfcd1c9fe,Ethan,Roberts,ethan.roberts158@example.com,lead_teacher,early_childhood,636b8ce6-96c0-452b-ab0a-e739dcb68a8c,2018-09-29,active
2d0b4b3b-290b-4c01-9d50-45ec38f1068f,Camila,Thompson,camila.thompson159@education.org,assistant,elementary,cc69d542-de0a-488a-8cea-59b4669368d3,2024-12-18,active
8ff4fbe4-3f94-463f-8ace-8caff75c713d,Benjamin,Hill,benjamin.hill160@example.com,lead_teacher,elementary,b9772d10-67bf-4262-9d92-9cc00f8e27dc,2018-06-22,active
b40034a2-072f-4ac7-b76c-e0f04e53338e,Nora,Torres,nora.torres161@education.org,administrator,special_ed,6f8dac0a-5e74-4b21-8bc0-8791b5e21e65,2021-06-18,active
beb8be19-dbcb-40fc-9d3c-6f1668e3e2d0,Ava,Walker,ava.walker162@school.edu,specialist,special_ed,05fbd2e8-928a-483e-a3c2-083bd8655429,2021-03-11,active
742de1f3-e668-4fb2-8f3f-d155d2c1a5ed,Ava,Martin,ava.martin163@school.edu,administrator,early_childhood,409978d4-7def-4d4b-83ce-75fa2a3bff94,2021-12-13,active
9078187c-ce6d-4d92-bd37-a3c33035e95b,Ava,Adams,ava.adams164@example.com,administrator,ESL,05fbd2e8-928a-483e-a3c2-083bd8655429,2019-06-24,active
b337a6f7-bf45-4404-842f-e66df291c57f,Logan,Williams,logan.williams165@school.edu,assistant,special_ed,51ab44f2-0841-44b8-bc76-8d2344501e8e,2025-02-20,active
b1656745-4673-49e0-87f1-10515abb812d,Noah,Lewis,noah.lewis166@example.com,specialist,early_childhood,4dc45fc6-fadb-4868-9f4e-cddd631c7abe,2017-12-13,active
ac28c0a6-2045-4a86-80b1-61397c5f8e58,Henry,Rivera,henry.rivera167@school.edu,administrator,elementary,67894daf-2798-473f-a133-34509c85a5b2,2016-09-12,active
da61d077-98b8-4ba7-8889-bcc172360283,Gianna,Clark,gianna.clark168@school.edu,lead_teacher,special_ed,1cd4a5dd-e438-4e95-96e4-3c463bae06a7,2019-06-07,active
c601c4b0-58b1-4eec-bebd-de7ae43a8812,Thomas,Harris,thomas.harris169@school.edu,specialist,elementary,8423edca-d258-48f3-8540-284c69d815f2,2022-07-08,active
b44bd541-74e4-4669-acf2-9905d6d8fc79,William,Thompson,william.thompson170@school.edu,administrator,elementary,51ab44f2-0841-44b8-bc76-8d2344501e8e,2023-09-14,active
10c7e62d-516d-41e9-b861-e3faf544993b,Mason,Scott,mason.scott171@school.edu,specialist,elementary,c6e42cb4-e6de-4841-86c7-fe00bd66bd5b,2017-03-18,active
57f2465c-96d1-424e-944e-d1f4a7c6121d,Thomas,King,thomas.king172@example.com,administrator,special_ed,3d6d7dd6-fe7e-479a-afb8-d35862e3fe7f,2024-07-18,active
fe7304db-dcd0-48bf-b777-559b354675a6,Lucas,Perez,lucas.perez173@school.edu,assistant,elementary,dec0d1c2-3afd-42dc-b41c-f3ad5d5b9b24,2018-04-13,active
0f112e5e-e576-42f3-b3ab-3ea19bac6e62,Sophia,Allen,sophia.allen174@education.org,lead_teacher,special_ed,b9772d10-67bf-4262-9d92-9cc00f8e27dc,2019-07-30,active
547b71a6-e434-4647-adeb-ee533ac2fa35,Gianna,Martinez,gianna.martinez175@example.com,assistant,elementary,8b4d8304-db30-440d-9d10-d462d5332003,2022-12-16,active
094e81d3-4d3d-4d6c-9e5d-6ed9ceb65623,Daniel,Baker,daniel.baker176@education.org,assistant,ESL,459f7de6-735d-4a35-b8ca-f662c20126fc,2020-11-12,active
ce269be6-1e00-4625-81f9-69b15946c55a,Ella,Anderson,ella.anderson177@education.org,assistant,special_ed,ed6bec0a-d128-4e2e-9194-a5f5ecdcd12e,2024-08-27,on_leave
834bbc35-b377-4710-a04d-aa8f9944efef,Daniel,Baker,daniel.baker178@education.org,administrator,ESL,b9772d10-67bf-4262-9d92-9cc00f8e27dc,2018-06-08,active
97636e16-3e00-4268-9b6d-23ccc714448e,Scarlett,King,scarlett.king179@school.edu,assistant,elementary,51ab44f2-0841-44b8-bc76-8d2344501e8e,2020-07-17,active
f9e3ff00-b817-4c87-b9a1-8f887d811d21,Noah,Adams,noah.adams180@school.edu,specialist,early_childhood,fe2924e5-1a4a-43e5-9246-c0da1ec98a8a,2019-01-24,active
aad1d70d-b69d-407c-9041-524d7a38d539,James,Jackson,james.jackson181@example.com,assistant,special_ed,54efc792-15e8-4edf-b463-c3fb0cffef14,2025-10-21,on_leave
2891b5c0-a077-48db-b3f8-595fbad7675d,Sebastian,Garcia,sebastian.garcia182@example.com,administrator,special_ed,3d6d7dd6-fe7e-479a-afb8-d35862e3fe7f,2017-11-29,active
af90df4c-dd10-48e8-b83a-ed6f3db87e4a,Scarlett,White,scarlett.white183@example.com,administrator,early_childhood,67894daf-2798-473f-a133-34509c85a5b2,2020-09-14,active
c3de8f36-741e-4a47-8a0a-752112ecf9f1,Sophia,Rivera,sophia.rivera184@education.org,specialist,elementary,dec0d1c2-3afd-42dc-b41c-f3ad5d5b9b24,2019-11-01,active
5471cf50-7707-4086-a5d0-876e30a7c604,Aria,Hall,aria.hall185@example.com,administrator,ESL,459f7de6-735d-4a35-b8ca-f662c20126fc,2025-07-25,active
40084df8-7600-4a6e-a628-6c7e74a85bac,Liam,Taylor,liam.taylor186@example.com,assistant,ESL,7ec49931-9e42-4f30-8490-b24bceee7862,2017-02-23,active
82e343e1-2ee6-40d8-a3da-0e3548edb44a,Mason,Davis,mason.davis187@example.com,assistant,ESL,6f8dac0a-5e74-4b21-8bc0-8791b5e21e65,2018-12-04,active
1b44ec60-af07-4f18-9f9b-0f01cdda1cca,Ava,Davis,ava.davis188@school.edu,lead_teacher,elementary,fe2924e5-1a4a-43e5-9246-c0da1ec98a8a,2021-05-21,active
eead2535-5598-4a88-af8f-fd79402dbc85,Emma,Flores,emma.flores189@school.edu,assistant,ESL,549a30d9-553b-4506-a689-172079c7116b,2021-01-27,active
c9a63b78-381e-4093-87e7-48eb245a13fc,Theodore,White,theodore.white190@example.com,lead_teacher,ESL,ed6bec0a-d128-4e2e-9194-a5f5ecdcd12e,2017-03-21,active
5f020b46-3adc-477e-9420-011698bdcb3c,Daniel,Taylor,daniel.taylor191@education.org,lead_teacher,special_ed,1cd4a5dd-e438-4e95-96e4-3c463bae06a7,2020-08-06,active
893d623c-2ca9-4d48-be91-69e3bb2b9c2a,Madison,Green,madison.green192@example.com,specialist,elementary,ef06a233-254a-4212-bc4d-4c981116338d,2024-06-24,active
fde39350-6fdd-408b-973b-1a8c669e5553,Leo,Lopez,leo.lopez193@education.org,administrator,ESL,6f8dac0a-5e74-4b21-8bc0-8791b5e21e65,2020-01-21,active
a8296b70-3c7b-49f5-99d2-cb5fceb5e30d,Ava,Rivera,ava.rivera194@school.edu,lead_teacher,special_ed,3d4b41e3-0641-4c4d-90cc-150d0b9cc0f9,2017-10-09,active
1613a85e-5f21-43e0-8fba-7455e4a3e5d1,Olivia,Lee,olivia.lee195@school.edu,administrator,ESL,e90fd1a6-c3e6-4489-ba3c-bab83e479e34,2018-07-01,active
d88eccbd-8bb6-45a5-bb5c-a82ff191ac66,Charlotte,Jackson,charlotte.jackson196@school.edu,lead_teacher,special_ed,f277f27b-bb46-4f44-a66e-776fc94dfb1d,2023-07-07,active
52a631ab-d743-4e81-b594-c9550f347fde,Sebastian,Sanchez,sebastian.sanchez197@education.org,administrator,ESL,8423edca-d258-48f3-8540-284c69d815f2,2020-05-21,retired
e68b95f4-c722-4abb-946c-35c5dd99686d,Eleanor,Young,eleanor.young198@school.edu,specialist,early_childhood,8b4d8304-db30-440d-9d10-d462d5332003,2021-10-28,active
f52a0ef4-e058-4690-9829-cf4dfc61df28,Chloe,Lopez,chloe.lopez199@education.org,specialist,special_ed,cc69d542-de0a-488a-8cea-59b4669368d3,2021-02-01,active
e1db07c0-09d2-40b8-a7a8-fca457abb4fa,Evelyn,Martin,evelyn.martin200@school.edu,administrator,elementary,1a67d9b4-5cf8-4aaf-a3de-d79d96c91528,2023-09-03,active
