student_id,first_name,last_name,date_of_birth,grade_level,school_id,classroom_id,enrollment_date,status
5f67c612-16f6-422d-aedc-1a4705c24740,Ava,King,2018-06-03,3,24362bd7-c875-4bb6-a444-3404a681b2a7,126ede2c-0191-4c52-b653-8603d126d059,2024-02-26,active
70c9cf76-38d0-4598-ad1b-0f459a4316ab,Jack,Smith,2018-07-02,PreK,0c93e27c-c545-4f5f-bcfc-f771640959e3,8f1a4bd0-d97d-42e7-80ea-3a26baf4e808,2025-04-24,active
ff440e7b-e406-4e39-a0cc-9c5b4b046d13,Ryan,White,2017-01-01,6,7ea91de7-edca-4dd7-8567-713bd0c7e6d0,140bd922-3519-4001-9d28-95064686136d,2023-05-12,active
02f693eb-11e6-41e0-a65a-1028b3659ff0,Charlotte,King,2018-03-04,PreK,b9772d10-67bf-4262-9d92-9cc00f8e27dc,080260f2-ad76-422f-8e69-700a9cb214d8,2025-06-05,active
98e6bd3b-d833-43cd-949d-b0ed14ae037a,Luna,Clark,2020-05-26,PreK,93872cf9-e8d8-49c1-b44a-bcb8d09e69b7,0d945544-a8cb-43cd-a269-734389a189c9,2024-11-03,active
068575a1-3656-45af-8b04-52dc5d73e59b,Olivia,Rodriguez,2021-07-11,2,961f8a8c-7080-469b-b989-ff844d396f26,25ea9a39-e124-44bd-b391-af42c9811e17,2023-08-18,active
d31b855b-09ee-4749-aa65-c85cc9c4ecd3,Charlotte,Miller,2020-02-10,2,e90fd1a6-c3e6-4489-ba3c-bab83e479e34,7d724c38-ef8b-4ab4-8d9c-f6ed1beb8d30,2025-12-23,active
a824197d-6474-4a13-927e-97a4fee1c771,Noah,White,2015-07-11,5,93872cf9-e8d8-49c1-b44a-bcb8d09e69b7,02323a0b-3b20-49a1-8da0-ddcd2066307d,2024-09-09,active
e5a7974c-8afc-44b1-99ec-23fa103fb855,Elijah,Robinson,2022-12-19,1,dec0d1c2-3afd-42dc-b41c-f3ad5d5b9b24,e8f4c388-6978-4d8b-a30f-88290ef9a470,2026-01-04,active
aceb664b-a748-4d6d-9753-519e6f6a926e,Daniel,Rivera,2017-06-24,3,459f7de6-735d-4a35-b8ca-f662c20126fc,b4776b1a-6afb-4fdc-9f6f-fc8e00812636,2025-08-02,active
71edc4a4-44ec-43ff-a37d-fe87d0d1ada0,Mason,Jones,2015-03-17,3,a19de5b5-7532-4976-b51c-f1e4d45c4761,0a4557bd-162a-4023-9843-d1f0079dbb2e,2023-08-26,inactive
54be013a-5848-4649-b486-d1a94758d947,Penelope,Harris,2022-02-12,5,19d4685d-44dd-459b-b1b7-d29030de23be,2c80d094-1f16-4969-88f1-a1adbc15389a,2024-07-20,active
f9f5f483-4d00-4f9f-9904-e9dcd1fa7252,Aiden,Mitchell,2019-06-18,K,3efefdf8-9308-4f31-a290-d9e04fd3b172,01b3f0d2-7ced-4ec9-afb2-7860a27f6589,2024-04-04,active
4cf6c54d-d194-420a-b7ac-cf6e30cc046e,Eleanor,Nelson,2013-10-05,PreK,4d436791-1c24-4038-9be1-6a252a5d08a1,1f3425ca-93f3-41ad-a1a9-fa734d8fcf37,2025-10-29,active
1b9b9dd7-a1ad-4a7f-aa71-773711993e66,Scarlett,Perez,2021-01-02,2,0c93e27c-c545-4f5f-bcfc-f771640959e3,a042c912-af1c-4235-b1f4-4a5a8548b992,2025-07-04,active
9a87ff0a-13b7-4d8d-ab55-20912d9f00f9,Luna,Scott,2013-08-23,K,0c93e27c-c545-4f5f-bcfc-f771640959e3,d0a1700e-e85a-4230-89a4-efb90a31b828,2025-03-25,transferred
a54ae374-946b-4029-94f8-c8f3500f465b,Grace,Lee,2017-09-06,2,6f8dac0a-5e74-4b21-8bc0-8791b5e21e65,4e2638fd-4b71-461f-8acd-6739601df579,2025-09-01,active
6b2782c3-2fa4-47e9-bdf0-df1b81280f12,Caleb,Scott,2014-12-18,K,8b902c90-6686-47cd-ad47-fa5721327dd2,9db94297-e03f-40d0-b179-81c815f07b31,2025-05-11,inactive
59c74c3b-6b93-4a13-bed3-13e2881c0a01,Michael,Smith,2017-08-17,K,6f8dac0a-5e74-4b21-8bc0-8791b5e21e65,5242efe4-41b6-453c-bbcc-c5197b1c8c87,2025-10-06,active
c344b46f-d0b7-4fe6-b927-4a10e7310808,Isabella,Martin,2014-03-29,4,7caa99e5-aa2f-43f6-93ad-68f80ce21053,40bd200c-783b-4301-b9fe-6e5db5052583,2026-02-27,active
ec520f21-ebd9-4c7e-8b64-e1b860e4cc9e,Caleb,Hall,2019-10-26,4,24362bd7-c875-4bb6-a444-3404a681b2a7,bec242fd-72b1-418d-87be-4284ad71fac9,2023-05-18,active
b43f1ca9-26bd-4a1b-8581-e0105a4d6cf9,Sophia,Williams,2014-06-26,PreK,93872cf9-e8d8-49c1-b44a-bcb8d09e69b7,0d945544-a8cb-43cd-a269-734389a189c9,2024-02-14,active
0267306b-e2b6-4831-9c8b-59337ed26951,Samuel,Thomas,2020-11-20,PreK,67894daf-2798-473f-a133-34509c85a5b2,a84ed4f9-b563-43e0-9bff-7dd1990579c3,2025-04-24,active
9d194f79-1efc-49d6-ad9c-c1cfb778821b,Layla,Wilson,2021-06-16,1,7caa99e5-aa2f-43f6-93ad-68f80ce21053,9888b1ef-1c4a-4c6f-b3b1-1049a36ae8e4,2025-06-30,active
924480aa-7023-4d3d-9e54-3a4d9dc9001f,Eleanor,Hall,2016-01-08,2,6f8dac0a-5e74-4b21-8bc0-8791b5e21e65,4e2638fd-4b71-461f-8acd-6739601df579,2025-12-28,active
2f4fb931-b734-477c-9df8-cf295b930ccf,Olivia,Campbell,2013-05-13,3,ef06a233-254a-4212-bc4d-4c981116338d,106be1fc-0006-46e9-b16a-7465b20ce5aa,2024-12-09,active
d4775d6d-0a7f-42fd-91e0-4ba10bf146db,Camila,Ramirez,2022-03-07,5,7ec49931-9e42-4f30-8490-b24bceee7862,d66c0993-dc16-4362-80c5-e302db3c8561,2025-02-16,active
da925bd7-5a83-4a26-934c-59fa9af68f07,Victoria,Roberts,2019-05-06,K,a19de5b5-7532-4976-b51c-f1e4d45c4761,40d4cc31-4289-4b27-b0d8-d3497a177d5c,2023-04-27,active
817f6b37-b224-46b0-b6b0-9cb33d8d4233,Luna,Wright,2018-07-11,2,7ec49931-9e42-4f30-8490-b24bceee7862,a1819dad-b07c-4204-b4ba-ca8049eb02bd,2023-06-27,active
383d889d-fabb-44f9-983a-4c3f7d9779f2,William,Brown,2014-04-14,2,6f8dac0a-5e74-4b21-8bc0-8791b5e21e65,4e2638fd-4b71-461f-8acd-6739601df579,2024-06-29,active
5b468083-8258-4381-b178-2623f5faaee4,Elijah,Anderson,2015-06-06,4,bcab8575-2c79-4e87-b156-b78148a98ed8,f3d2002c-87a0-41b1-b9f5-62a7ab79ba46,2026-01-31,active
d5331670-eae8-43b0-a5b5-8cddee5afa4a,Elijah,Walker,2021-01-27,4,bcab8575-2c79-4e87-b156-b78148a98ed8,f3d2002c-87a0-41b1-b9f5-62a7ab79ba46,2025-02-20,active
0ec71cea-efd8-484c-abce-35a809a94559,Elijah,Sanchez,2014-09-14,4,fe2924e5-1a4a-43e5-9246-c0da1ec98a8a,ef9e4ea8-69d7-402d-b2a7-d4277ea7845c,2024-09-22,active
ba9183cd-2c20-4c7a-bb11-96bf9c7f80dc,Owen,Sanchez,2020-08-01,4,9c754117-bfe4-40a9-bfb1-097fc1c520df,91514a03-a618-4e52-8ba2-2d9966965c74,2024-05-13,active
f46b07e7-ab62-4b02-a9fc-f608af589a33,Henry,Thomas,2014-05-26,6,8b4d8304-db30-440d-9d10-d462d5332003,3f04d2f0-9e4d-4fed-832e-f4f030c2dd2c,2026-03-12,active
18af6c1a-b2c0-4472-a696-f7da4cb14506,James,Nelson,2017-04-20,6,8b902c90-6686-47cd-ad47-fa5721327dd2,f76be8e1-e7b5-401b-8be6-b7bc6252b526,2023-10-04,active
2205f718-52c5-48c4-9baa-0cba377c06a3,Camila,Hill,2017-12-29,PreK,3efefdf8-9308-4f31-a290-d9e04fd3b172,3e797826-cef2-46b6-8b43-4a9bbd3ff5e1,2025-01-19,active
cb3a8e60-f24f-447e-a3a3-e51647f84047,Ryan,Martinez,2020-10-07,4,549a30d9-553b-4506-a689-172079c7116b,d486f985-1991-49b9-9f88-7254c483cd6a,2025-09-25,active
396021e7-ddc1-461b-b1cb-9ef8f29dbb83,William,Carter,2019-04-20,3,1931b905-8265-481f-8999-bcf320f65f54,2ccfc1bd-dbd6-4350-a6b5-73ee60a30baa,2025-05-08,active
17242adb-9d18-4fb7-a119-737f07e3e179,Ryan,Martinez,2022-03-08,3,a5bd2773-6ae1-45f6-85a7-89fa8e70e117,dc4e6378-c0b9-4c65-b6fc-62c4b55fc75f,2024-08-13,inactive
0b49e24d-2db5-4296-b62f-5a5e2c996934,Mason,Lewis,2022-10-11,6,0c93e27c-c545-4f5f-bcfc-f771640959e3,d431f417-480a-4614-a84d-53af49129545,2023-11-17,active
dd94bdf2-dc4b-4d53-ae41-384a83914bb3,Lucas,Wright,2019-07-04,4,ed6bec0a-d128-4e2e-9194-a5f5ecdcd12e,9b733a94-a47c-49b6-adb4-a60b0c48da94,2024-06-10,active
c1293bd9-82fe-4a60-889d-cf7a635b1130,Eleanor,Hall,2014-08-02,1,fe2924e5-1a4a-43e5-9246-c0da1ec98a8a,dc2be503-1b24-4019-88d8-1e71172918bb,2024-01-18,active
f61b82b8-eea9-42d4-93a3-3dbfece75af1,Olivia,Taylor,2013-05-02,1,93872cf9-e8d8-49c1-b44a-bcb8d09e69b7,ac23eb8c-0dba-412e-837a-ab2fe8a4c425,2026-03-17,active
9ddaec57-1fa4-4dc1-a53f-fdaabc30228c,Noah,Robinson,2019-04-14,4,7caa99e5-aa2f-43f6-93ad-68f80ce21053,40bd200c-783b-4301-b9fe-6e5db5052583,2024-10-10,active
07f0b7d9-0fa4-43bc-9af0-e7cbf64e24d0,Madison,Nelson,2021-09-18,PreK,3d6d7dd6-fe7e-479a-afb8-d35862e3fe7f,099d6bfe-408c-4c68-8386-7544c5ba9a27,2024-10-10,active
a09f65cd-96f1-4e85-be9d-8ce18f077b81,Amelia,Harris,2022-11-06,PreK,4d436791-1c24-4038-9be1-6a252a5d08a1,1f3425ca-93f3-41ad-a1a9-fa734d8fcf37,2025-06-03,active
b27d38f0-80a3-44af-a1e5-9e95f578f354,Elijah,Lopez,2017-07-31,PreK,b9772d10-67bf-4262-9d92-9cc00f8e27dc,005fcf79-bb41-4777-bf0f-b2bfa04f45e6,2026-03-27,active
776d31db-81af-4235-9747-371bb4552709,Olivia,Thomas,2014-04-07,6,3d4b41e3-0641-4c4d-90cc-150d0b9cc0f9,91009e6d-de92-41fa-a9f5-d2459049405c,2023-05-18,inactive
8ad560f4-b265-47f6-8b16-fdf8fd32db78,Logan,Hernandez,2017-07-29,4,549a30d9-553b-4506-a689-172079c7116b,d486f985-1991-49b9-9f88-7254c483cd6a,2025-06-17,active
d5f76a42-2b59-4395-9758-91ef5f4ed6c1,Henry,Allen,2017-05-20,5,409978d4-7def-4d4b-83ce-75fa2a3bff94,cc51c600-e555-4182-8f6d-2c0d861c58cd,2024-12-13,active
2ce381f1-867f-423d-af44-e76d937af0f1,Aiden,Moore,2018-09-19,3,459f7de6-735d-4a35-b8ca-f662c20126fc,b4776b1a-6afb-4fdc-9f6f-fc8e00812636,2023-06-03,active
81ea557a-37eb-4506-9393-18dac2c65e50,Elijah,Campbell,2016-05-04,2,409978d4-7def-4d4b-83ce-75fa2a3bff94,cbac2b29-cfe4-429f-a6e5-e799e42da6c8,2024-01-10,active
3805afa6-e315-4dce-bbb5-e6b4fbfd8b12,Sebastian,Martin,2016-12-03,2,bcab8575-2c79-4e87-b156-b78148a98ed8,3c171427-33d1-4e01-81db-566572ab6f15,2024-02-10,inactive
c0f6c305-110e-4538-83be-5585e1a5ce13,Lucas,Adams,2015-07-03,4,ed6bec0a-d128-4e2e-9194-a5f5ecdcd12e,9b733a94-a47c-49b6-adb4-a60b0c48da94,2023-12-29,active
d1b6c782-e215-49a6-bfcb-4b4e82bc7b5a,Eleanor,Rivera,2020-01-25,6,1a67d9b4-5cf8-4aaf-a3de-d79d96c91528,c4008ed0-231c-4ba4-889b-a719a7dad878,2024-12-26,inactive
de9d15a5-588c-4680-8873-d39c0900a9c0,Luna,Jones,2017-01-21,6,36e20eff-d78a-49dd-aa53-f1238ee345c0,ed22639e-28db-4ef8-a083-75057a6dd6be,2024-02-21,active
87c0bf72-8a18-416c-a77a-19a7dab14417,Grace,Johnson,2020-10-24,K,a19de5b5-7532-4976-b51c-f1e4d45c4761,40d4cc31-4289-4b27-b0d8-d3497a177d5c,2024-01-27,active
4c252819-72cd-44ba-b173-c03ca5d6633e,Logan,Green,2016-11-01,4,4dc45fc6-fadb-4868-9f4e-cddd631c7abe,496f8f38-a77a-48b3-ac65-e711a3ecb57d,2025-09-27,inactive
8cce0c4d-e146-4812-a5b5-6f5eb294b398,Isabella,Lopez,2020-12-29,PreK,549a30d9-553b-4506-a689-172079c7116b,6833b220-8788-4057-8290-0e59293615d8,2023-11-08,active
789d86bd-bc9f-4a28-842c-ef25eff582ad,Chloe,Anderson,2013-06-20,3,a19de5b5-7532-4976-b51c-f1e4d45c4761,0a4557bd-162a-4023-9843-d1f0079dbb2e,2024-07-19,active
1c17ea7c-d3b6-41bb-a21b-04e1e7d65112,Isabella,Allen,2018-02-24,2,770836c9-49fe-4be4-9a0e-1643d77c750e,a6911c63-74b2-4fb8-a5d0-f080ec0d01f2,2025-12-05,active
03ca46b3-216b-4b53-8a71-7722333747bd,Owen,Walker,2018-01-01,K,4dc45fc6-fadb-4868-9f4e-cddd631c7abe,68d325c0-a0d2-415f-993c-8a6581e9ddde,2025-06-05,active
b86d1d65-cb10-4312-bbef-b06a47ff0d00,Nora,Smith,2020-03-19,6,8b4d8304-db30-440d-9d10-d462d5332003,12322152-b3d7-41e3-8c8e-cf465c9b78ce,2025-07-18,inactive
988a2a44-3433-4d22-acb2-cce59f6ce003,Nora,Wilson,2019-04-27,4,4dc45fc6-fadb-4868-9f4e-cddd631c7abe,496f8f38-a77a-48b3-ac65-e711a3ecb57d,2024-05-23,active
4beda776-21ca-4a4b-9a62-974c9f52e1d8,Jack,Thomas,2013-07-30,1,961f8a8c-7080-469b-b989-ff844d396f26,91689921-a4c8-4416-9427-4eeaa612b102,2025-01-28,active
777c49de-ec3a-4a24-bcd1-61c942e51eb6,Michael,Flores,2013-09-24,K,54efc792-15e8-4edf-b463-c3fb0cffef14,20d6ab85-16c0-4c20-a14c-c91f094ca097,2025-01-03,inactive
43db89ef-bd9b-41c3-97dd-94667ab34ba3,Leo,Rivera,2013-07-06,4,51ab44f2-0841-44b8-bc76-8d2344501e8e,f269ac38-472a-4b86-8ba6-26077fb8347b,2026-03-14,active
86fe83b9-bbf8-4383-86b9-04049985e29a,Olivia,Thomas,2021-08-16,2,cc69d542-de0a-488a-8cea-59b4669368d3,ef4deeb6-3c70-4419-9e47-1019910c9dfa,2025-10-25,active
1f60415d-3d6e-478a-bb53-9521cef0a757,Theodore,Carter,2022-06-23,PreK,3d4b41e3-0641-4c4d-90cc-150d0b9cc0f9,0f91c596-b33d-4197-911f-b291b1ebc696,2025-06-05,active
34917f56-acd7-40e1-854c-813918ace1f4,Michael,Martin,2019-11-07,4,fe2924e5-1a4a-43e5-9246-c0da1ec98a8a,ef9e4ea8-69d7-402d-b2a7-d4277ea7845c,2025-09-20,active
388503d4-b053-4599-aeba-0a0557c1c292,Evelyn,Flores,2016-01-11,6,0c93e27c-c545-4f5f-bcfc-f771640959e3,d431f417-480a-4614-a84d-53af49129545,2025-08-16,inactive
f14afcb2-9174-416e-b8fd-777fe626167d,Elijah,Campbell,2020-08-10,5,19d4685d-44dd-459b-b1b7-d29030de23be,2c80d094-1f16-4969-88f1-a1adbc15389a,2025-10-15,active
1d82c56c-a377-46ce-84c6-76c11a837d82,Michael,Clark,2013-04-15,4,677ebdf9-ced9-4d4a-8a2f-6b589b2097f1,2abef8ce-c683-454e-992e-6b08dcb0cfd5,2024-01-06,active
9de80945-839b-49b3-84f0-80d22762bb3d,Jack,Garcia,2020-08-15,2,770836c9-49fe-4be4-9a0e-1643d77c750e,a6911c63-74b2-4fb8-a5d0-f080ec0d01f2,2024-05-21,active
beb28f1d-b7f6-402f-8cea-a8b78c35df13,Jackson,Lewis,2022-02-17,K,a19de5b5-7532-4976-b51c-f1e4d45c4761,be1edc38-c1d7-49c8-8890-d4f3e9562ad9,2023-11-23,active
d97b9bca-5689-4482-a04a-f072365338cf,Grace,Allen,2014-04-09,3,a5bd2773-6ae1-45f6-85a7-89fa8e70e117,dc4e6378-c0b9-4c65-b6fc-62c4b55fc75f,2025-05-29,active
cd1705f9-efc5-4f3f-8b66-46c7cb0b3015,Olivia,Roberts,2016-06-28,K,67894daf-2798-473f-a133-34509c85a5b2,ba3ea45b-44f4-4d8e-bf8b-84720e1a12f3,2025-05-22,active
bf9b3e75-5edb-4790-b163-fbb90dc184e7,Mia,Martinez,2013-05-04,2,a19de5b5-7532-4976-b51c-f1e4d45c4761,0220a550-4a80-435e-ba3e-24c62f1267b3,2024-02-05,active
80093da4-60ea-4d4f-97f8-2cce4fba618a,Grace,Roberts,2016-10-30,2,7ec49931-9e42-4f30-8490-b24bceee7862,a1819dad-b07c-4204-b4ba-ca8049eb02bd,2024-12-27,transferred
07d0e9d9-bd6a-4e3c-b75c-16e09fd58ca0,Charlotte,Smith,2021-02-03,6,0c93e27c-c545-4f5f-bcfc-f771640959e3,d431f417-480a-4614-a84d-53af49129545,2023-12-29,active
631b3eef-c55c-46a2-a9a1-cd229f88dc19,Owen,Wright,2022-08-13,2,459f7de6-735d-4a35-b8ca-f662c20126fc,2f9b6b08-4311-4902-aff7-9dd07d10612c,2026-01-17,active
de956fbc-aa89-438a-9e89-441e53c632dd,Jack,Clark,2019-12-15,6,677ebdf9-ced9-4d4a-8a2f-6b589b2097f1,2709daf3-6175-4db4-a14d-2d90480cf226,2025-12-03,active
14552d73-b931-4b2c-a945-1248ab710396,Ryan,Green,2019-06-29,4,1cd4a5dd-e438-4e95-96e4-3c463bae06a7,4bff92f9-14f1-4c06-bedd-944f547e02ec,2024-10-24,active
18a9eefd-3cd5-476c-84d8-b7e77232dbdd,Noah,Adams,2022-12-31,5,961f8a8c-7080-469b-b989-ff844d396f26,f3e5e7a1-81ee-480a-a6e4-2951d23165f4,2024-02-01,active
57d0e52c-2777-44a5-a5a4-ac25ac4a9463,Ethan,Garcia,2022-04-28,3,51ab44f2-0841-44b8-bc76-8d2344501e8e,99bc727d-0db3-4c7a-a95c-db70a7aa7979,2024-12-05,active
5fe24b91-fcc5-42e8-9d98-7ba9bc934daa,Ryan,Nelson,2021-01-12,2,9c754117-bfe4-40a9-bfb1-097fc1c520df,5e29c2a7-886d-414e-8503-48b6332749ed,2024-11-06,active
5ba7a454-71e1-4134-935c-12a8b76a6870,Logan,Nguyen,2015-01-06,4,51ab44f2-0841-44b8-bc76-8d2344501e8e,f269ac38-472a-4b86-8ba6-26077fb8347b,2025-10-22,active
4de7f215-c296-48fa-8a81-307a7d11c264,Daniel,Harris,2021-11-02,K,1a67d9b4-5cf8-4aaf-a3de-d79d96c91528,df5a3afa-d3b8-42a7-8e24-df5c09b970b8,2025-01-24,active
c6c1b3b4-f41e-439e-9a0d-ad0e4841cd9c,Aria,Rodriguez,2015-03-04,5,636b8ce6-96c0-452b-ab0a-e739dcb68a8c,6ad0c956-cf55-4254-b558-9c7e94ed2fed,2024-11-23,active
e218c4ef-72fa-4a1d-865d-03afe6aa229f,Theodore,Wilson,2017-07-10,PreK,549a30d9-553b-4506-a689-172079c7116b,6833b220-8788-4057-8290-0e59293615d8,2025-07-29,active
1e5e9811-861c-4dba-ac28-1f1b4b4fd2ab,Elijah,Walker,2021-06-16,4,67894daf-2798-473f-a133-34509c85a5b2,f95b0812-8415-4384-8eb1-390eaaf9eaff,2026-03-22,active
c44538ca-2dc1-42e3-93d1-e619adce7787,Harper,King,2016-05-29,6,0c93e27c-c545-4f5f-bcfc-f771640959e3,d431f417-480a-4614-a84d-53af49129545,2025-01-11,active
fbf8d81f-3d8f-4cf3-bf1a-b1bb3139ba08,Theodore,Campbell,2020-05-25,5,409978d4-7def-4d4b-83ce-75fa2a3bff94,cc51c600-e555-4182-8f6d-2c0d861c58cd,2026-01-14,active
fbafcfc2-d624-4f67-9e4f-5300286d5db3,Jackson,Jackson,2020-05-27,6,677ebdf9-ced9-4d4a-8a2f-6b589b2097f1,2709daf3-6175-4db4-a14d-2d90480cf226,2024-07-23,transferred
a8f440cb-dd13-440c-b9ef-ab72281a32ba,Victoria,Davis,2022-03-23,5,54efc792-15e8-4edf-b463-c3fb0cffef14,0e556ac9-a39b-4efe-8448-b02f500443c4,2025-11-11,active
b8846335-7dae-4a70-b324-6aaa5fa346a8,Olivia,Perez,2013-09-06,5,961f8a8c-7080-469b-b989-ff844d396f26,f3e5e7a1-81ee-480a-a6e4-2951d23165f4,2025-07-29,active
38647c67-4764-42e7-96ec-25fcc1c428fa,Eleanor,Jackson,2022-05-12,1,4ee9a5c1-bd82-4668-84fd-271673c58244,6fbce135-fadd-4a33-b512-5c42c0c0c6a7,2024-05-20,active
491235f7-d065-45d9-91e5-6b5dcf4e8bb9,Aiden,Lee,2018-11-03,6,0c93e27c-c545-4f5f-bcfc-f771640959e3,961ee5e1-b0b0-4123-b696-7ac0a135988a,2026-02-04,active
3cc8ecd8-5820-4bd8-bcc1-4b18fe05a417,Grace,Torres,2017-10-13,4,1931b905-8265-481f-8999-bcf320f65f54,0838c564-4bcb-4990-9d70-4bf67d20a8c1,2025-06-23,active
3447852e-2f5b-4252-b70f-7d491c12f144,Ethan,Baker,2020-12-26,5,4ee9a5c1-bd82-4668-84fd-271673c58244,76c6d791-99e7-462e-83d4-401a326697c6,2025-02-08,active
5210a3c7-a012-47df-9981-5f56b36ed154,Aria,Martinez,2022-05-09,5,7f5d47f9-3864-4644-8f8a-4ac8e373e22f,239186e5-5dab-4984-b2be-e1b41df535b6,2024-01-07,active
b60887bd-a61a-4ba5-b503-6cfc38bc2235,Logan,Brown,2017-08-12,PreK,8b902c90-6686-47cd-ad47-fa5721327dd2,b36a92dd-6970-47a6-8bc6-f65c30a1175c,2025-07-29,active
c459375d-394f-4d88-954a-9f4f7e7ea014,Aiden,Wright,2013-04-24,1,7caa99e5-aa2f-43f6-93ad-68f80ce21053,9888b1ef-1c4a-4c6f-b3b1-1049a36ae8e4,2025-01-09,active
8fce9e36-b409-4f43-ae4b-25354a08cc41,William,Moore,2017-10-06,4,54efc792-15e8-4edf-b463-c3fb0cffef14,2d4515b5-930f-4c6a-ab3b-07d9f5b478f7,2023-08-17,active
442e5f49-e069-489c-97c5-4cca63e06741,Mia,Torres,2016-05-20,4,636b8ce6-96c0-452b-ab0a-e739dcb68a8c,e6d90023-7407-4bef-8423-22d91d8f484a,2026-04-02,active
cb08e4db-001a-4234-b11a-f5cc236258f3,Jackson,Lee,2014-02-06,6,fe2924e5-1a4a-43e5-9246-c0da1ec98a8a,eeead877-fbec-4125-ad14-ff49346f7382,2024-12-25,active
762ce1b8-f808-4405-aed1-b4187178c6d4,Henry,White,2017-02-20,2,b9772d10-67bf-4262-9d92-9cc00f8e27dc,b4f4fe53-51a0-4707-b6dd-cb847c5079d0,2026-01-15,active
b3e4443a-2574-40e9-8506-6adb15279b25,Benjamin,Davis,2019-07-11,K,8f578f11-a663-41a3-ac1c-ca779cab1f35,34f4d130-c68c-416d-98e9-94f1639d573d,2024-12-13,active
827a6c69-a4f0-43cd-b68c-62806cee21c6,Scarlett,Johnson,2020-02-17,K,1a67d9b4-5cf8-4aaf-a3de-d79d96c91528,df5a3afa-d3b8-42a7-8e24-df5c09b970b8,2025-09-28,active
e58e0d0d-4ae5-46a0-bd30-dbd8be744ea5,Aria,Campbell,2020-12-28,K,dec0d1c2-3afd-42dc-b41c-f3ad5d5b9b24,5fe98476-1393-4f43-8816-394f079baa76,2025-02-28,inactive
cb4b9a70-acdd-4985-8a5d-6c1092b56097,Theodore,Baker,2018-01-22,6,e90fd1a6-c3e6-4489-ba3c-bab83e479e34,a53adfb8-2ca4-44b1-b751-c3d01db79c2b,2023-10-22,transferred
c9599074-e991-4ce6-a506-a4da89b99fc9,Jackson,King,2022-08-12,4,3d4b41e3-0641-4c4d-90cc-150d0b9cc0f9,4f24d785-4c5a-46b3-bd4e-180550822676,2025-06-05,active
bea847d3-469a-4385-81a8-e7e785364046,Ethan,Robinson,2022-04-18,6,e90fd1a6-c3e6-4489-ba3c-bab83e479e34,a53adfb8-2ca4-44b1-b751-c3d01db79c2b,2023-09-29,inactive
c37b9bf1-c67c-46f0-8feb-bf5dacdfbfbd,Liam,Torres,2014-05-04,2,0c93e27c-c545-4f5f-bcfc-f771640959e3,a042c912-af1c-4235-b1f4-4a5a8548b992,2025-01-02,active
1f7380f4-930c-4e2e-9d14-0f24e4ab307d,Evelyn,Moore,2017-12-24,5,961f8a8c-7080-469b-b989-ff844d396f26,f3e5e7a1-81ee-480a-a6e4-2951d23165f4,2024-05-02,active
f4fa0949-d8fc-4413-967a-5973b4c3aa68,Mia,Moore,2021-11-16,1,961f8a8c-7080-469b-b989-ff844d396f26,91689921-a4c8-4416-9427-4eeaa612b102,2024-02-03,active
c601fc7b-bb82-4352-84da-bbbf0451995f,Penelope,Thompson,2015-02-13,5,677ebdf9-ced9-4d4a-8a2f-6b589b2097f1,d98a0fad-be5f-4f83-b07e-7ed3f9485c76,2024-05-31,active
caecf9e6-b33b-4cd5-9adf-136e43549d59,Layla,Thomas,2020-04-09,2,b9772d10-67bf-4262-9d92-9cc00f8e27dc,b4f4fe53-51a0-4707-b6dd-cb847c5079d0,2024-11-04,active
eb850f0e-8313-4bf6-8208-c9cd80eb3fad,Noah,Rodriguez,2013-10-15,6,e90fd1a6-c3e6-4489-ba3c-bab83e479e34,a53adfb8-2ca4-44b1-b751-c3d01db79c2b,2025-09-28,active
ef1eb573-fd81-48c2-8e70-219fd198a18a,Elijah,Ramirez,2021-09-20,4,fe2924e5-1a4a-43e5-9246-c0da1ec98a8a,ef9e4ea8-69d7-402d-b2a7-d4277ea7845c,2023-07-23,active
b5b7d355-c1ab-4352-a877-321d5ff8691f,Ethan,Gonzalez,2013-10-06,PreK,a5bd2773-6ae1-45f6-85a7-89fa8e70e117,08d812df-7170-4209-99d2-ad6fb7bdd5e2,2025-01-02,active
e3a1666a-9f37-4255-9e2e-aa773d859549,Elijah,Hall,2021-08-09,K,0c93e27c-c545-4f5f-bcfc-f771640959e3,d0a1700e-e85a-4230-89a4-efb90a31b828,2023-12-29,active
8205ef5d-3b14-4288-ac06-fa4a889fee03,Aria,Anderson,2018-04-20,3,ed6bec0a-d128-4e2e-9194-a5f5ecdcd12e,56a657da-9840-49f2-a1ce-723efec2b8f6,2025-11-12,inactive
4a6538ea-1b51-43c8-8c28-da27fac45ed1,Michael,Lopez,2013-11-25,PreK,05fbd2e8-928a-483e-a3c2-083bd8655429,ff8f4944-d31f-4889-9385-0b869daba5a0,2025-04-17,active
72556b26-cbf7-44b5-a5ec-8933760fd296,Liam,Jones,2017-08-16,4,ed6bec0a-d128-4e2e-9194-a5f5ecdcd12e,9b733a94-a47c-49b6-adb4-a60b0c48da94,2025-12-27,active
9ee47a78-9f52-4a34-8578-3320c86174de,Evelyn,Roberts,2015-08-13,K,fe2924e5-1a4a-43e5-9246-c0da1ec98a8a,83ed9e5c-1ea4-4a5a-8dd4-a274b285382e,2024-03-18,active
